1,0
2,0.282495
3,0.492238
4,0.760805
5,12.3258
6,11.423
7,12.795
8,2.19595
9,7.48576
10,2.3582
11,18.7932
12,2.69321
13,17.7939
14,4.25105
15,4.25854
16,34.4371
17,10.3871
18,14.7562
19,35.3418
20,13.8604
21,12.6094
22,31.2638
23,24.8939
24,9.95441
25,12.6806
26,24.8439
27,10.1352
28,15.6037
29,11.0491
30,16.1383
31,13.4663
32,37.0098
33,19.2239
34,20.5001
35,14.7875
36,11.6466
37,32.0521
38,19.2465
39,24.8448
40,21.0478
41,17.5024
42,21.8003
43,31.0392
44,13.2169
45,19.0821
46,16.4506
47,18.1145
48,28.1699
49,24.3536
50,11.2666
51,23.2704
52,18.0652
53,23.8321
54,25.7614
55,20.6083
56,25.7925
57,23.7004
58,18.6006
59,20.2434
60,22.9205
61,27.2305
62,21.5122
63,15.313
64,28.4977
65,16.7904
66,17.1937
67,19.0548
68,16.9781
69,21.6185
70,21.5122
71,29.338
72,24.6821
73,16.3812
74,19.128
75,22.1979
76,17.7104
77,23.8669
78,21.7665
79,20.2005
80,19.7006
81,23.6147
82,18.1753
83,26.7232
84,22.56
85,20.469
86,30.0037
87,23.478
88,22.5118
89,16.0578
90,23.7887
91,20.8703
92,21.2806
93,24.5002
94,21.6586
95,28.9308
96,21.7329
97,25.4576
98,24.8224
99,22.4714
100,25.5355
101,27.1198
102,25.759
103,23.7549
104,20.4519
105,22.6424
106,27.6497
107,22.6037
108,27.8938
109,23.6255
110,27.4054
111,27.6875
112,19.5299
113,24.1272
114,29.4195
115,24.9696
116,20.9221
117,26.2905
118,20.0336
119,21.1873
120,19.9205
121,22.0107
122,21.9863
123,22.7903
124,27.2852
125,24.8316
126,27.9939
127,22.9746
128,23.5814
129,24.9546
130,24.4191
131,23.9197
132,21.5709
133,22.4436
134,23.4899
135,25.0783
136,23.5059
137,22.8593
138,22.0359
139,25.1154
140,24.2845
141,25.5674
142,22.263
143,23.9414
144,26.6337
145,22.3514
146,25.2327
147,21.9155
148,19.8876
149,23.7436
150,26.2354
151,24.1175
152,24.5264
153,24.5464
154,22.3926
155,23.1287
156,26.5482
157,26.2289
158,22.9532
159,27.6485
160,22.6816
161,25.0607
162,27.4043
163,24.581
164,24.4533
165,23.4731
166,26.9485
167,24.4593
168,28.0442
169,24.1504
170,24.7824
171,25.4956
172,25.1533
173,24.9422
174,24.8372
175,26.0597
176,24.3183
177,24.5602
178,23.4797
179,23.8273
180,23.1264
181,25.6088
182,23.9849
183,23.6433
184,26.9797
185,25.7419
186,22.8944
187,25.4764
188,25.1264
189,24.5214
190,24.2132
191,25.0976
192,23.8173
193,24.237
194,25.6259
195,23.3996
196,24.6844
197,25.7571
198,23.508
199,24.7194
200,25.9633
201,25.6065
202,23.3001
203,24.2046
204,25.1534
205,26.3357
206,23.2476
207,25.6158
208,23.8546
209,23.6933
210,26.0475
211,24.3647
212,24.2746
213,24.1134
214,25.6888
215,25.3984
216,26.9098
217,25.2472
218,24.8106
219,24.5161
220,25.1717
221,26.1234
222,25.0569
223,25.1514
224,24.65
225,26.5498
226,26.1647
227,25.1612
228,24.7239
229,24.9994
230,24.3653
231,24.8506
232,23.7496
233,24.1959
234,23.8198
235,24.5144
236,25.6619
237,25.4406
238,23.3686
239,25.4452
240,25.5047
241,25.3308
242,24.5262
243,24.6067
244,23.6789
245,25.8334
246,23.372
247,24.5674
248,24.806
249,25.0461
250,23.761
251,25.1188
252,24.9664
253,24.1103
254,24.7277
255,25.2935
256,24.5031
257,25.3861
258,25.6154
259,24.7785
260,25.1448
261,24.8738
262,25.0631
263,24.612
264,23.7912
265,25.4696
266,23.6153
267,25.2433
268,25.2447
269,24.4671
270,24.7431
271,25.1522
272,24.7176
273,23.7164
274,24.001
275,25.1721
276,25.3587
277,24.0983
278,25.15
279,24.5709
280,25.0082
281,24.9779
282,24.3606
283,24.9868
284,25.4794
285,24.7877
286,24.1628
287,24.1067
288,24.7375
289,25.92
290,25.299
291,25.3091
292,24.6487
293,25.3218
294,24.9477
295,25.4334
296,25.0279
297,25.5334
298,24.2518
299,24.1452
300,25.2712
301,24.8634
302,24.6227
303,24.6451
304,25.084
305,24.4564
306,23.8579
307,25.6576
308,25.1703
309,25.7799
310,24.6289
311,25.16
312,25.1921
313,25.5994
314,24.8631
315,25.1071
316,24.9283
317,23.9857
318,25.0182
319,25.2099
320,24.7205
321,24.4793
322,24.4056
323,25.6077
324,25.5558
325,24.7266
326,25.357
327,24.7345
328,25.1098
329,24.9805
330,25.5081
331,26.0909
332,24.9268
333,24.2576
334,26.1202
335,24.556
336,24.6999
337,24.6345
338,24.1918
339,25.0317
340,25.2655
341,25.5532
342,24.6896
343,24.8562
344,24.7713
345,25.5795
346,24.8668
347,25.8843
348,25.2128
349,25.6066
350,24.9695
351,25.2333
352,24.6309
353,25.274
354,25.283
355,25.4824
356,25.1925
357,24.5661
358,24.8438
359,25.2701
360,24.6533
361,24.5423
362,25.303
363,25.6916
364,25.2992
365,24.6239
366,24.9743
367,25.1696
368,25.0018
369,25.2816
370,25.4877
371,24.8819
372,24.9412
373,24.7834
374,24.606
375,24.7872
376,25.0982
377,25.72
378,25.0539
379,25.3344
380,24.2584
381,25.5499
382,25.4747
383,25.031
384,24.7294
385,24.6804
386,24.6926
387,25.0884
388,25.4301
389,25.4906
390,25.1297
391,24.8772
392,25.2774
393,24.7183
394,25.2898
395,24.9906
396,24.4778
397,25.3468
398,25.415
399,25.7372
400,24.7176
401,24.7674
402,25.586
403,24.4662
404,24.5879
405,24.3281
406,24.6095
407,24.9879
408,24.9603
409,24.9596
410,25.0652
411,25.2463
412,25.4811
413,25.5765
414,24.344
415,25.3306
416,24.6052
417,25.0272
418,24.8263
419,24.7511
420,25.1502
421,24.9262
422,25.24
423,25.2624
424,24.8906
425,25.0502
426,24.447
427,24.8213
428,25.2874
429,24.838
430,24.769
431,24.9574
432,24.5803
433,24.5115
434,25.3463
435,25.104
436,24.9087
437,24.9702
438,25.0987
439,25.021
440,25.288
441,25.5208
442,25.0846
443,25.4493
444,24.9618
445,24.6737
446,24.5641
447,24.9645
448,24.4082
449,24.7604
450,24.8066
451,25.2217
452,24.6817
453,24.8539
454,25.271
455,25.1058
456,24.787
457,24.8499
458,24.9907
459,25.2817
460,24.9349
461,25.1977
462,25.4078
463,24.495
464,24.771
465,24.7886
466,24.9642
467,24.9387
468,24.9977
469,24.9224
470,25.3336
471,24.8451
472,24.8103
473,25.0245
474,25.0197
475,24.8791
476,25.0134
477,25.0766
478,24.5471
479,24.8992
480,24.6526
481,25.0085
482,24.7441
483,25.1272
