dist,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10

n_points
2500,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,6,8,10,14,15,18,21,21,23,25,33,35,39,41,44,45,47,50,52,60,64,66,72,78,82,84,92,102,109,116,126,135,143,154,167,175,186,196,210,217,227,239,250,258,274,289,301,313,329,350,367,384,403,418,435,458,471,494,521,549,568,596,609,633,665,691,715,738,772,809,838,865,887,914,949,975,1011,1040,1080,1117,1150,1189,1227,1263,1297
2600,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,4,6,6,7,11,12,14,15,15,18,19,20,21,25,32,39,46,47,50,56,63,66,75,82,86,95,103,115,121,129,134,140,148,155,160,169,182,192,207,217,230,242,259,274,282,302,317,336,351,365,384,401,414,441,469,491,507,525,547,581,594,617,641,672,709,733,758,778,811,849,878,903,939,969,995,1033,1069,1103,1137,1170,1209,1239,1278,1317,1364
2700,0,0,0,0,0,0,0,1,1,3,3,3,3,3,4,6,7,9,9,12,14,16,20,23,26,27,29,32,35,38,44,44,49,56,58,65,68,72,80,82,88,93,96,111,122,127,142,151,159,168,174,186,192,203,214,225,241,256,269,283,300,317,331,347,356,381,398,422,432,448,467,489,514,533,561,587,606,634,661,687,720,745,774,799,828,859,885,917,949,982,1023,1057,1095,1132,1173,1215,1246,1278,1314,1351,1391
2800,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,5,6,7,11,14,14,17,19,19,21,25,29,35,40,43,48,49,51,54,58,64,70,75,83,89,93,97,106,111,120,134,142,153,159,167,177,193,203,211,219,234,243,257,271,288,303,319,334,345,365,388,413,425,449,466,485,501,528,555,575,602,630,655,685,713,742,771,797,832,861,898,930,966,1003,1033,1064,1100,1133,1169,1205,1233,1271,1301,1336,1383,1429
2900,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,5,7,8,9,13,14,14,14,14,16,19,20,23,27,33,38,42,43,49,54,58,64,71,80,87,94,102,108,122,127,135,143,154,168,180,188,198,218,227,244,251,263,272,291,305,326,345,360,378,398,419,437,456,469,491,529,556,581,604,634,664,683,715,749,781,803,828,856,891,924,959,990,1026,1060,1093,1133,1166,1211,1247,1286,1334,1379,1429,1478,1520
3000,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,5,6,7,8,8,12,13,14,18,21,22,24,27,29,32,36,40,43,52,59,61,69,72,77,82,92,100,109,121,130,136,143,158,172,182,193,205,213,224,236,244,255,272,291,308,327,345,362,373,392,411,436,449,474,505,522,552,571,598,622,652,684,714,751,781,806,839,864,891,924,950,994,1030,1064,1104,1144,1187,1219,1269,1303,1354,1396,1445,1481,1517,1565
3100,0,0,0,0,0,0,0,0,0,1,2,2,2,2,6,6,7,8,10,13,13,14,16,18,21,23,26,30,33,39,51,55,57,61,65,71,78,86,91,97,104,109,116,123,131,145,160,169,178,193,207,216,230,246,256,274,284,295,305,320,338,358,376,399,419,439,462,482,507,531,563,587,605,627,655,681,698,734,764,789,830,857,893,918,950,992,1034,1080,1114,1158,1190,1223,1276,1330,1365,1398,1444,1487,1544,1588,1642
3200,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,6,6,8,11,13,15,17,21,23,27,29,32,36,39,41,45,51,55,64,68,75,84,88,91,98,107,116,125,130,137,146,157,167,184,198,216,230,236,251,269,281,293,307,325,342,361,383,398,415,440,460,487,509,538,560,592,616,630,653,682,714,736,762,799,841,868,899,936,982,1017,1054,1079,1111,1151,1191,1226,1274,1315,1360,1399,1448,1496,1539,1580,1632,1690
3300,0,0,0,0,0,0,1,2,2,2,2,4,4,5,6,8,8,11,11,16,16,17,17,19,20,25,28,34,37,43,49,53,56,65,70,71,78,87,97,106,110,125,136,141,148,157,168,179,189,200,210,230,241,256,269,285,307,316,337,351,370,390,411,436,455,479,502,518,544,571,593,621,649,678,710,732,757,785,827,859,902,936,957,987,1026,1062,1096,1134,1166,1202,1234,1279,1330,1380,1430,1488,1530,1576,1621,1676,1724
3400,0,0,0,0,0,0,1,1,2,3,3,4,5,5,5,7,9,11,12,13,15,18,21,22,24,29,32,36,39,42,43,46,50,57,65,74,79,85,97,103,108,114,126,135,145,155,165,178,195,207,215,224,243,257,276,297,312,330,350,367,379,403,425,450,475,495,515,542,561,581,610,638,673,702,725,760,789,827,855,892,917,945,977,1007,1040,1084,1125,1171,1217,1259,1300,1355,1394,1447,1485,1532,1588,1635,1688,1735,1791
3500,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,6,8,9,11,14,15,18,21,23,26,30,31,34,37,43,48,54,62,66,71,75,79,87,96,102,111,123,139,150,164,173,180,190,203,220,228,238,251,265,287,305,320,338,358,377,397,426,452,469,484,501,524,550,575,604,631,663,695,713,746,778,809,855,881,920,954,999,1028,1062,1096,1129,1169,1224,1264,1302,1339,1390,1437,1485,1520,1567,1614,1673,1715,1766,1813
3600,0,0,0,1,1,1,1,1,1,1,2,2,2,3,5,6,6,8,10,11,11,14,15,19,23,28,31,33,41,45,52,57,62,64,70,77,84,90,101,111,120,129,137,143,153,165,175,186,206,214,232,250,273,281,297,318,334,350,375,400,418,443,464,481,500,527,547,577,598,623,656,676,703,748,779,811,840,867,902,932,963,995,1034,1078,1112,1161,1203,1251,1290,1335,1388,1436,1484,1531,1579,1618,1674,1729,1778,1848,1902
3700,0,0,0,0,1,1,1,1,1,1,2,4,5,6,7,8,10,10,13,14,15,17,20,23,29,30,36,38,41,48,49,55,63,73,79,84,91,99,107,117,124,137,145,158,168,175,185,200,210,227,241,257,270,287,303,319,338,353,372,392,410,425,447,475,497,522,559,587,604,624,658,687,717,748,790,826,865,897,928,972,998,1041,1072,1105,1138,1185,1228,1274,1329,1366,1407,1462,1509,1559,1611,1655,1714,1768,1822,1871,1924
3800,0,0,0,0,0,0,0,0,0,0,3,4,4,5,6,8,8,11,14,15,18,19,23,26,29,32,39,40,47,52,54,59,66,70,77,88,96,108,116,123,132,138,149,163,178,185,196,209,224,238,254,260,277,295,315,331,347,367,390,413,439,461,486,509,523,545,579,606,638,675,699,727,758,787,823,857,898,931,966,1009,1045,1077,1127,1162,1199,1241,1294,1321,1366,1412,1467,1512,1561,1630,1687,1734,1779,1838,1900,1957,2003
3900,0,0,0,0,0,0,0,1,1,1,3,4,5,5,6,6,8,12,13,17,19,21,24,25,29,32,36,41,48,55,62,66,73,76,86,94,97,104,110,119,131,142,150,156,171,184,201,213,228,243,257,267,289,306,324,342,360,375,402,420,438,453,472,498,523,558,586,612,644,669,699,730,764,800,841,862,899,939,981,1015,1056,1096,1137,1174,1213,1260,1297,1346,1394,1434,1480,1529,1596,1650,1707,1756,1814,1863,1921,1977,2039
4000,0,0,0,0,0,0,0,1,1,2,2,2,4,5,7,7,8,8,11,14,18,19,23,27,31,36,38,42,45,51,57,61,67,70,82,92,101,107,118,130,139,148,160,170,173,192,206,216,229,241,264,283,309,320,337,361,365,385,404,428,454,477,497,530,555,581,612,644,668,698,730,765,798,820,846,893,937,966,1001,1044,1083,1121,1155,1204,1250,1299,1347,1394,1446,1492,1549,1602,1655,1701,1764,1820,1868,1923,1968,2034,2105
4100,0,0,0,0,0,1,1,1,2,3,3,3,3,3,4,7,7,10,14,20,22,24,29,31,37,38,39,43,50,55,59,64,71,78,90,94,99,113,124,143,147,153,159,173,184,200,217,230,244,252,267,284,305,314,337,358,381,397,421,440,461,489,518,549,564,597,628,660,694,716,744,773,803,837,873,913,945,984,1024,1065,1109,1149,1190,1228,1269,1310,1355,1399,1455,1509,1565,1603,1658,1705,1770,1826,1896,1947,1999,2063,2142
4200,0,0,0,0,0,1,2,2,2,2,3,3,4,4,4,5,8,11,12,13,13,17,23,25,26,32,41,47,51,56,63,69,72,76,85,94,100,108,119,133,146,154,164,178,190,209,223,232,251,263,283,303,323,341,358,378,393,408,430,459,477,506,533,562,584,607,635,663,693,724,753,789,831,866,899,931,969,1001,1039,1081,1117,1167,1215,1261,1305,1350,1395,1443,1505,1550,1603,1658,1707,1763,1818,1877,1948,2006,2075,2140,2212
4300,0,0,0,0,0,0,0,1,2,2,2,2,4,4,6,8,10,10,11,12,16,19,23,27,35,38,40,46,47,59,62,67,76,83,87,93,107,116,123,135,139,151,168,176,186,200,211,232,254,274,283,294,312,334,351,379,412,428,451,471,493,513,534,557,593,623,654,679,706,740,770,804,836,872,916,957,998,1034,1077,1106,1146,1183,1228,1274,1318,1368,1415,1480,1528,1571,1626,1679,1743,1800,1852,1922,1980,2047,2110,2173,2247
4400,0,0,0,0,0,0,0,1,1,2,2,4,5,5,6,7,10,10,11,12,15,21,25,27,32,40,45,51,54,61,65,69,75,82,89,96,105,110,119,138,151,159,171,182,197,211,221,239,260,281,294,313,329,342,363,382,407,429,448,465,486,509,541,570,597,625,653,684,712,754,795,832,872,902,929,982,1016,1066,1099,1135,1180,1234,1283,1329,1383,1419,1468,1532,1576,1628,1694,1750,1803,1871,1928,1975,2041,2105,2175,2240,2312
4500,0,0,0,0,0,0,0,1,1,2,2,3,4,4,6,7,9,12,13,14,15,21,26,27,33,36,41,43,47,51,59,68,77,85,91,105,113,125,129,135,150,165,173,187,199,214,229,243,257,278,295,309,330,351,372,393,410,423,459,477,509,539,563,590,610,638,673,702,740,775,801,840,868,905,940,977,1024,1058,1093,1144,1198,1234,1279,1324,1368,1422,1476,1532,1600,1653,1709,1778,1838,1895,1946,1997,2067,2130,2197,2260,2335
4600,0,0,0,0,0,0,1,1,1,1,1,1,1,5,8,9,10,10,14,16,18,19,23,28,31,38,44,47,51,52,59,60,71,76,87,99,108,128,135,144,149,162,177,188,204,216,233,242,258,282,304,329,348,361,382,402,424,446,467,485,510,534,558,590,620,642,673,707,740,786,815,845,885,927,961,1005,1052,1095,1145,1186,1228,1261,1312,1377,1434,1486,1530,1579,1639,1689,1739,1802,1870,1926,1990,2061,2125,2197,2253,2316,2397
4700,0,0,0,0,0,0,0,0,1,2,2,4,4,4,4,7,8,12,13,16,17,20,23,27,34,39,47,49,53,59,71,76,82,90,97,102,111,118,126,145,154,166,183,197,206,222,238,253,273,287,307,328,347,363,387,413,437,460,476,506,520,553,576,618,642,679,710,743,771,802,841,872,916,956,999,1035,1076,1114,1154,1205,1257,1296,1356,1406,1450,1503,1557,1610,1662,1724,1781,1853,1920,1990,2057,2107,2166,2238,2308,2370,2445
4800,0,0,0,0,0,0,0,0,0,0,2,3,5,6,8,11,12,14,15,16,20,23,27,31,33,36,46,48,52,57,64,71,75,86,94,102,110,118,129,139,155,174,188,193,211,225,239,259,277,293,310,331,357,386,404,428,449,470,493,514,540,578,607,631,657,686,721,760,794,823,857,893,929,975,1020,1054,1098,1146,1200,1236,1291,1348,1394,1439,1481,1534,1582,1636,1707,1756,1824,1880,1947,2016,2081,2150,2210,2286,2359,2441,2521
4900,0,0,0,0,0,0,1,1,2,2,2,2,4,6,7,8,12,13,14,20,22,24,28,31,36,40,46,52,56,61,71,75,88,98,102,110,113,128,138,151,164,175,194,209,222,233,245,265,283,309,327,339,364,379,396,416,439,462,499,519,547,583,601,634,665,698,728,758,798,836,866,907,953,993,1032,1080,1126,1177,1217,1267,1318,1372,1411,1464,1519,1571,1637,1701,1754,1810,1875,1944,2000,2070,2137,2208,2295,2366,2424,2499,2572
5000,0,0,0,0,0,1,1,1,2,2,2,4,5,6,9,11,11,12,13,14,17,21,30,33,38,44,49,54,63,69,73,77,86,91,102,111,119,133,147,157,169,183,195,210,226,238,254,270,284,299,318,344,365,389,419,436,455,478,506,536,566,595,621,651,680,717,742,783,828,867,896,939,978,1022,1062,1106,1150,1196,1244,1291,1340,1394,1450,1492,1560,1610,1670,1721,1774,1848,1910,1981,2041,2108,2180,2240,2317,2394,2476,2537,2623
